team_market,team_name,team_id,total_games_played,total_minutes_played,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_fast_break_pts,total_flagrant_fouls,total_points_off_turnovers,total_second_chance_pts,total_ejections,total_foulouts,total_points_in_paint,total_efficiency,total_true_shooting_att,total_true_shooting_pct,average_fast_break_pts,average_points_off_turnovers,average_second_chance_pts,average_minutes,average_points,average_off_rebounds,average_def_rebounds,average_rebounds,average_assists,average_steals,average_blocks,average_turnovers,average_personal_fouls,average_flagrant_fouls,average_blocked_att,average_field_goals_made,average_field_goals_att,average_three_points_made,average_three_points_att,average_free_throws_made,average_free_throws_att,average_two_points_made,average_two_points_att,average_points_in_paint,average_efficiency,average_true_shooting_att
San Jose State,Spartans,29de4e5e-ee5b-48c8-bffc-1972e7da1e30,30,6050.0,695,1713,1099,495,6050.0,0.45,200,614,0.326,82,396,604,0.656,271,718,989,413,472,0.88,127,50,519,7,1986,212,2,330,315,0,6,833,1867,1978.76,0.502,7.07,11.0,10.5,201.7,66.2,9.03,23.93,32.97,13.8,4.23,1.67,15.73,17.3,0.07,2.73,23.17,57.1,6.67,20.47,13.2,20.13,16.5,36.63,27.77,62.23,65.96
Nevada,Wolf Pack,62a73b4a-e281-4483-a1f8-f1160a18e456,31,6200.0,857,1832,1047,580,6200.0,0.554,277,785,0.353,76,538,757,0.711,245,834,1079,468,317,1.48,197,121,530,12,2529,297,2,518,326,0,14,991,2883,2165.08,0.584,9.58,16.71,10.52,200.0,81.6,7.9,26.9,34.81,15.1,6.35,3.9,10.23,17.1,0.06,2.45,27.65,59.1,8.94,25.32,17.35,24.42,18.71,33.77,31.97,93.0,69.84
UNLV,Rebels,68a3227f-677f-43b0-9a3a-cad79d0df9e2,30,6050.0,771,1790,1067,524,6050.0,0.491,247,723,0.342,72,432,631,0.685,334,715,1049,387,390,0.99,182,111,534,3,2221,325,1,424,396,0,12,911,2342,2067.64,0.537,10.83,14.13,13.2,201.7,74.0,11.13,23.83,34.97,12.9,6.07,3.7,13.0,17.8,0.03,2.4,25.7,59.67,8.23,24.1,14.4,21.03,17.47,35.57,30.37,78.07,68.92
Utah State,Aggies,7672ff16-8436-47e6-8546-0fb5494ec7ee,31,6250.0,863,1819,1130,620,6250.0,0.549,243,689,0.353,98,483,647,0.747,283,862,1145,532,385,1.38,194,131,583,6,2452,238,0,473,362,0,10,1060,2949,2103.68,0.583,7.68,15.26,11.68,201.6,79.1,9.13,27.81,36.94,17.2,6.26,4.23,12.42,18.81,0.0,3.16,27.84,58.68,7.84,22.23,15.58,20.87,20.0,36.45,34.19,95.13,67.86
Wyoming,Cowboys,a7127c0a-a466-47ae-91ad-9a71ee2c9427,31,6225.0,669,1601,903,429,6225.0,0.475,240,698,0.344,80,459,633,0.725,121,721,842,317,434,0.73,171,83,564,8,2037,128,4,390,176,0,17,719,1910,1879.52,0.542,4.13,12.58,5.68,200.8,65.7,3.9,23.26,27.16,10.2,5.52,2.68,14.0,18.19,0.13,2.58,21.58,51.65,7.74,22.52,14.81,20.42,13.84,29.13,23.19,61.61,60.63
Air Force,Falcons,aa7af640-5762-4686-9181-39f7b8a8186e,30,6100.0,754,1666,1011,537,6100.0,0.531,217,655,0.331,72,317,467,0.679,200,721,921,397,397,1.0,145,52,510,1,2042,139,4,359,225,0,6,856,2098,1871.48,0.546,4.63,11.97,7.5,203.3,68.1,6.67,24.03,30.7,13.2,4.83,1.73,13.23,17.0,0.13,2.4,25.13,55.53,7.23,21.83,10.57,15.57,17.9,33.7,28.53,69.93,62.38
Boise State,Broncos,c1c54dbf-805c-47fc-a707-c803e94db2a4,31,6250.0,799,1705,1023,560,6250.0,0.547,239,682,0.35,86,392,547,0.717,197,685,882,372,353,1.05,185,63,543,1,2229,278,2,455,270,0,12,921,2317,1945.68,0.573,8.97,14.68,8.71,201.6,71.9,6.35,22.1,28.45,12.0,5.97,2.03,11.39,17.52,0.06,2.77,25.77,55.0,7.71,22.0,12.65,17.65,18.06,33.0,29.71,74.74,62.76
Fresno State,Bulldogs,dd8db4d8-d984-4cab-b7f6-22c6b8c2c45f,30,6025.0,796,1748,915,475,6025.0,0.519,321,833,0.385,95,399,554,0.72,251,751,1002,422,381,1.11,211,102,566,9,2312,207,7,423,276,0,11,818,2561,1991.76,0.58,6.9,14.1,9.2,200.8,77.1,8.37,25.03,33.4,14.1,7.03,3.4,12.7,18.87,0.23,3.17,26.53,58.27,10.7,27.77,13.3,18.47,15.83,30.5,27.27,85.37,66.39
San Diego State,Aztecs,e6914f16-ca37-4d2e-ba26-a425910283e2,31,6200.0,784,1766,1109,541,6200.0,0.488,243,657,0.37,75,441,618,0.714,266,760,1026,452,397,1.14,183,103,581,6,2252,278,3,471,346,0,16,834,2460,2037.92,0.553,8.97,15.19,11.16,200.0,72.6,8.58,24.52,33.1,14.6,5.9,3.32,12.81,18.74,0.1,2.42,25.29,56.97,7.84,21.19,14.23,19.94,17.45,35.77,26.9,79.35,65.74
Auburn,Tigers,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,31,6250.0,857,1909,994,514,6250.0,0.517,343,915,0.375,112,425,603,0.705,337,665,1002,453,390,1.16,284,150,577,8,2482,354,4,699,367,0,13,946,2751,2174.32,0.571,11.42,22.55,11.84,201.6,80.1,10.87,21.45,32.32,14.6,9.16,4.84,12.58,18.61,0.13,3.61,27.65,61.58,11.06,29.52,13.71,19.45,16.58,32.06,30.52,88.74,70.14
South Carolina,Gamecocks,1c7ec608-3b36-4cee-adac-9265e3792597,31,6225.0,785,1860,1224,553,6225.0,0.452,232,636,0.365,121,461,676,0.682,301,702,1003,402,415,0.97,196,137,609,3,2263,256,4,455,380,0,11,870,2296,2157.44,0.524,8.26,14.68,12.26,200.8,73.0,9.71,22.65,32.35,13.0,6.32,4.42,13.39,19.65,0.13,3.9,25.32,60.0,7.48,20.52,14.87,21.81,17.84,39.48,28.06,74.06,69.59
Kentucky,Wildcats,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,31,6225.0,820,1720,1199,633,6225.0,0.528,187,521,0.359,91,554,746,0.743,319,802,1121,425,395,1.08,186,154,500,6,2381,294,3,516,355,0,9,1046,2780,2048.24,0.581,9.48,16.65,11.45,200.8,76.8,10.29,25.87,36.16,13.7,6.0,4.97,12.74,16.13,0.1,2.94,26.45,55.48,6.03,16.81,17.87,24.06,20.42,38.68,33.74,89.68,66.07
Georgia,Bulldogs,4f4b0771-994c-4126-822d-7525aaa00f65,31,6200.0,758,1711,1079,552,6200.0,0.512,206,632,0.326,100,491,690,0.712,294,776,1070,415,493,0.84,181,154,543,6,2213,243,1,372,384,0,9,977,2388,2014.6,0.549,7.84,12.0,12.39,200.0,71.4,9.48,25.03,34.52,13.4,5.84,4.97,15.9,17.52,0.03,3.23,24.45,55.19,6.65,20.39,15.84,22.26,17.81,34.81,31.52,77.03,64.99
LSU,Tigers,70e2bedd-3a0a-479c-ac99-e3f58aa6824b,31,6375.0,882,1911,1253,669,6375.0,0.534,213,658,0.324,93,554,733,0.756,385,740,1125,407,409,1.0,285,136,574,4,2531,173,2,553,463,0,12,1196,2867,2233.52,0.567,5.58,17.84,14.94,205.6,81.6,12.42,23.87,36.29,13.1,9.19,4.39,13.19,18.52,0.06,3.0,28.45,61.65,6.87,21.23,17.87,23.65,21.58,40.42,38.58,92.48,72.05
Vanderbilt,Commodores,72971b77-1d35-40b3-bb63-4c5b29f3d22b,31,6225.0,717,1699,984,490,6225.0,0.498,227,715,0.317,110,467,693,0.674,266,736,1002,365,441,0.83,141,124,556,6,2128,196,3,326,284,0,11,903,2111,2003.92,0.531,6.32,10.52,9.16,200.8,68.6,8.58,23.74,32.32,11.8,4.55,4.0,14.23,17.94,0.1,3.55,23.13,54.81,7.32,23.06,15.06,22.35,15.81,31.74,29.13,68.1,64.64
Missouri,Tigers,77ca152a-cb2f-48a5-97b2-492351250d94,30,6050.0,713,1659,973,467,6050.0,0.48,246,686,0.359,104,336,483,0.696,280,693,973,337,423,0.8,138,52,586,8,2008,107,4,370,336,0,20,817,1992,1871.52,0.536,3.57,12.33,11.2,201.7,66.9,9.33,23.1,32.43,11.2,4.6,1.73,14.1,19.53,0.13,3.47,23.77,55.3,8.2,22.87,11.2,16.1,15.57,32.43,27.23,66.4,62.38
Florida,Gators,912f8837-1d81-4ef9-a576-a21f271d4c64,31,6275.0,744,1758,995,489,6275.0,0.491,255,763,0.334,89,374,519,0.721,278,657,935,380,360,1.06,227,119,546,4,2117,130,1,546,296,0,5,786,2259,1986.36,0.533,4.19,17.61,9.55,202.4,68.3,8.97,21.19,30.16,12.3,7.32,3.84,11.61,17.61,0.03,2.87,24.0,56.71,8.23,24.61,12.06,16.74,15.77,32.1,25.35,72.87,64.08
Mississippi State,Bulldogs,a1ba4b89-d97c-44e2-835f-79ad3ccaa5ae,31,6250.0,852,1809,1107,588,6250.0,0.531,264,702,0.376,112,428,595,0.719,313,712,1025,440,414,1.06,253,158,528,7,2396,262,3,486,407,0,7,970,2734,2070.8,0.579,8.45,15.68,13.13,201.6,77.3,10.1,22.97,33.06,14.2,8.16,5.1,13.35,17.03,0.1,3.61,27.48,58.35,8.52,22.65,13.81,19.19,18.97,35.71,31.29,88.19,66.8
Tennessee,Volunteers,b827dbdf-230f-4916-9703-3bb9004e26eb,31,6275.0,931,1866,1269,721,6275.0,0.568,210,597,0.352,74,480,629,0.763,284,808,1092,575,349,1.65,185,168,544,4,2552,243,3,510,361,0,11,1132,3139,2142.76,0.595,7.84,16.45,11.65,202.4,82.3,9.16,26.06,35.23,18.5,5.97,5.42,11.26,17.55,0.1,2.39,30.03,60.19,6.77,19.26,15.48,20.29,23.26,40.94,36.52,101.26,69.12
Alabama,Crimson Tide,c2104cdc-c83d-40d2-a3cd-df986e29f5d3,31,6200.0,786,1761,1108,564,6200.0,0.509,222,653,0.34,129,458,685,0.669,291,764,1055,381,422,0.9,138,148,536,5,2252,193,2,417,352,0,9,1034,2350,2062.4,0.546,6.23,13.45,11.35,200.0,72.6,9.39,24.65,34.03,12.3,4.45,4.77,13.61,17.29,0.06,4.16,25.35,56.81,7.16,21.06,14.77,22.1,18.19,35.74,33.35,75.81,66.53
Arkansas,Razorbacks,c70c23c4-ab09-4797-a1af-792c848ab17f,31,6250.0,828,1846,1158,591,6250.0,0.51,237,688,0.344,102,472,712,0.663,266,671,937,492,412,1.19,254,150,632,4,2365,266,3,600,317,0,13,1008,2528,2159.28,0.548,8.58,19.35,10.23,201.6,76.3,8.58,21.65,30.23,15.9,8.19,4.84,13.29,20.39,0.1,3.29,26.71,59.55,7.65,22.19,15.23,22.97,19.06,37.35,32.52,81.55,69.65
Ole Miss,Rebels,d7d668ec-edaa-4d6b-be25-2ebba4128643,31,6225.0,823,1781,1078,569,6225.0,0.528,254,703,0.361,108,456,581,0.785,252,695,947,448,396,1.13,229,110,562,11,2356,220,1,523,349,0,14,900,2611,2036.64,0.578,7.1,16.87,11.26,200.8,76.0,8.13,22.42,30.55,14.5,7.39,3.55,12.77,18.13,0.03,3.48,26.55,57.45,8.19,22.68,14.71,18.74,18.35,34.77,29.03,84.23,65.7
Texas A&M,Aggies,ef184799-d79b-49d9-a662-991eaf4044cd,30,6000.0,760,1742,1110,567,6000.0,0.511,193,632,0.305,147,417,598,0.697,311,738,1049,360,417,0.86,197,139,493,8,2130,223,2,442,416,0,6,1016,2295,2005.12,0.531,7.43,14.73,13.87,200.0,71.0,10.37,24.6,34.97,12.0,6.57,4.63,13.9,16.43,0.07,4.9,25.33,58.07,6.43,21.07,13.9,19.93,18.9,37.0,33.87,76.5,66.84
Miami (OH),RedHawks,1165ca31-f181-4206-b727-c4e897e4b5cd,32,6425.0,777,1847,1014,508,6425.0,0.501,269,833,0.323,28,444,626,0.709,309,785,1094,349,413,0.85,193,88,581,3,2267,261,1,412,349,0,2,856,2326,2122.44,0.534,8.16,12.88,10.91,200.8,70.8,9.66,24.53,34.19,10.9,6.03,2.75,12.91,18.16,0.03,0.88,24.28,57.72,8.41,26.03,13.88,19.56,15.88,31.69,26.75,72.69,66.33
Eastern Michigan,Eagles,2ed86226-3fff-4083-90fa-6b02307e6f73,32,6475.0,818,1822,1188,631,6475.0,0.531,187,634,0.295,32,380,604,0.629,356,714,1070,369,442,0.83,237,142,530,6,2203,254,0,479,378,0,1,1051,2351,2087.76,0.528,7.94,14.97,11.81,202.3,68.8,11.13,22.31,33.44,11.5,7.41,4.44,13.81,16.56,0.0,1.0,25.56,56.94,5.84,19.81,11.88,18.88,19.72,37.13,32.84,73.47,65.24
Ball State,Cardinals,315c4deb-3c9d-413d-a369-7168f2545d21,32,6500.0,855,1825,1229,661,6500.0,0.538,194,596,0.326,30,488,693,0.704,268,863,1131,408,465,0.88,213,118,558,4,2392,431,1,426,345,0,4,1124,2622,2129.92,0.562,13.47,13.31,10.78,203.1,74.8,8.38,26.97,35.34,12.8,6.66,3.69,14.53,17.44,0.03,0.94,26.72,57.03,6.06,18.63,15.25,21.66,20.66,38.41,35.13,81.94,66.56
Ohio,Bobcats,327f09e2-e75f-4014-8ef7-caf9202cd583,31,6275.0,803,1838,1205,616,6275.0,0.511,187,633,0.295,17,381,602,0.633,301,780,1081,451,447,1.01,200,115,504,4,2174,269,1,408,338,0,2,1138,2318,2102.88,0.517,8.68,13.16,10.9,202.4,70.1,9.71,25.16,34.87,14.5,6.45,3.71,14.42,16.26,0.03,0.55,25.9,59.29,6.03,20.42,12.29,19.42,19.87,38.87,36.71,74.77,67.83
Toledo,Rockets,34dd83ac-64f2-4b73-8577-899b2a46f5cc,31,6250.0,852,1874,1073,550,6250.0,0.513,302,801,0.377,7,391,506,0.773,267,841,1108,516,383,1.35,161,144,490,7,2397,198,0,417,353,0,0,876,2806,2096.64,0.572,6.39,13.45,11.39,201.6,77.3,8.61,27.13,35.74,16.6,5.19,4.65,12.35,15.81,0.0,0.23,27.48,60.45,9.74,25.84,12.61,16.32,17.74,34.61,28.26,90.52,67.63
Kent State,Golden Flashes,3da4798c-2d58-4dac-b66e-ad145a91b544,31,6250.0,819,1890,1182,579,6250.0,0.49,240,708,0.339,18,445,617,0.721,332,676,1008,409,358,1.14,216,111,563,6,2323,427,0,495,380,0,6,968,2466,2161.48,0.537,13.77,15.97,12.26,201.6,74.9,10.71,21.81,32.52,13.2,6.97,3.58,11.55,18.16,0.0,0.58,26.42,60.97,7.74,22.84,14.35,19.9,18.68,38.13,31.23,79.55,69.73
Northern Illinois,Huskies,3f0ac618-3742-471a-9d1f-03e08f3deca2,32,6475.0,883,1886,1285,670,6475.0,0.521,213,601,0.354,11,380,521,0.729,261,762,1023,361,381,0.95,179,70,612,6,2359,365,0,467,340,0,2,1088,2467,2115.24,0.558,11.41,14.59,10.63,202.3,73.7,8.16,23.81,31.97,11.3,5.59,2.19,11.91,19.13,0.0,0.34,27.59,58.94,6.66,18.78,11.88,16.28,20.94,40.16,34.0,77.09,66.1
Central Michigan,Chippewas,472c22e0-843d-472c-a871-f1593fb0725d,32,6525.0,899,1988,1242,624,6525.0,0.502,275,746,0.369,15,567,842,0.673,327,756,1083,423,395,1.07,248,102,540,12,2640,380,0,546,386,0,2,1124,2737,2358.48,0.56,11.88,17.06,12.06,203.9,82.5,10.22,23.63,33.84,13.2,7.75,3.19,12.34,16.88,0.0,0.47,28.09,62.13,8.59,23.31,17.72,26.31,19.5,38.81,35.13,85.53,73.7
Akron,Zips,56fe0ab2-e4f0-47b9-8726-9ce23ebcde20,32,6425.0,783,1889,983,490,6425.0,0.498,293,906,0.323,17,366,521,0.702,258,794,1052,395,375,1.05,184,101,551,7,2225,139,0,435,259,0,4,826,2321,2118.24,0.525,4.34,13.59,8.09,200.8,69.5,8.06,24.81,32.88,12.3,5.75,3.16,11.72,17.22,0.0,0.53,24.47,59.03,9.16,28.31,11.44,16.28,15.31,30.72,25.81,72.53,66.2
Bowling Green,Falcons,a9e4d292-d074-40e7-a81a-f9342929b979,31,6250.0,857,1944,1247,609,6250.0,0.488,248,697,0.356,10,463,688,0.673,326,849,1175,400,377,1.06,211,83,548,5,2425,331,0,527,376,0,1,959,2605,2246.72,0.54,10.68,17.0,12.13,201.6,78.2,10.52,27.39,37.9,12.9,6.81,2.68,12.16,17.68,0.0,0.32,27.65,62.71,8.0,22.48,14.94,22.19,19.65,40.23,30.94,84.03,72.47
Buffalo,Bulls,a9f5c9a2-342c-4881-9996-5d5c05ec9bd9,31,6225.0,943,2037,1160,645,6225.0,0.556,298,877,0.34,94,450,650,0.692,344,819,1163,532,372,1.43,231,122,568,7,2634,544,2,573,400,0,9,1210,3016,2323.0,0.567,17.55,18.48,12.9,200.8,85.0,11.1,26.42,37.52,17.2,7.45,3.94,12.0,18.32,0.06,3.03,30.42,65.71,9.61,28.29,14.52,20.97,20.81,37.42,39.03,97.29,74.94
Western Michigan,Broncos,f2164f01-2cbc-4967-bb1c-93656d790921,32,6500.0,774,1822,1099,546,6500.0,0.497,228,723,0.315,20,470,681,0.69,293,793,1086,374,490,0.76,147,78,564,1,2246,134,0,335,347,0,3,880,2182,2121.64,0.529,4.19,10.47,10.84,203.1,70.2,9.16,24.78,33.94,11.7,4.59,2.44,15.31,17.63,0.0,0.63,24.19,56.94,7.13,22.59,14.69,21.28,17.06,34.34,27.5,68.19,66.3
Purdue,Boilermakers,12d7f888-675b-459f-9099-a38f771d8a95,31,6250.0,828,1854,1024,523,6250.0,0.511,305,830,0.367,116,404,554,0.729,332,728,1060,442,332,1.33,203,127,543,3,2365,285,3,433,431,0,8,888,2689,2097.76,0.564,9.19,13.97,13.9,201.6,76.3,10.71,23.48,34.19,14.3,6.55,4.1,10.71,17.52,0.1,3.74,26.71,59.81,9.84,26.77,13.03,17.87,16.87,33.03,28.65,86.74,67.67
Illinois,Fighting Illini,150148c2-ca8f-414f-8f41-d94a55d4a122,31,6250.0,808,1887,1175,562,6250.0,0.478,246,712,0.346,117,400,570,0.702,279,640,919,412,410,1.0,233,80,668,7,2262,371,6,514,303,0,18,956,2247,2137.8,0.529,11.97,16.58,9.77,201.6,73.0,9.0,20.65,29.65,13.3,7.52,2.58,13.23,21.55,0.19,3.77,26.06,60.87,7.94,22.97,12.9,18.39,18.13,37.9,30.84,72.48,68.96
Maryland,Terrapins,2778d005-cc14-4e58-9bf2-3fc37bffb62f,31,6200.0,789,1727,1090,563,6200.0,0.517,226,637,0.355,107,418,561,0.745,297,824,1121,410,409,1.0,135,147,480,3,2222,322,3,344,330,0,3,958,2545,1973.84,0.563,10.39,11.1,10.65,200.0,71.7,9.58,26.58,36.16,13.2,4.35,4.74,13.19,15.48,0.1,3.45,25.45,55.71,7.29,20.55,13.48,18.1,18.16,35.16,30.9,82.1,63.67
Penn State,Nittany Lions,4aebd148-8119-4875-954c-66779867989b,31,6250.0,761,1827,1149,543,6250.0,0.473,218,678,0.322,110,417,601,0.694,310,715,1025,376,389,0.97,239,119,574,3,2157,351,5,451,351,0,9,876,2277,2091.44,0.516,11.32,14.55,11.32,201.6,69.6,10.0,23.06,33.06,12.1,7.71,3.84,12.55,18.52,0.16,3.55,24.55,58.94,7.03,21.87,13.45,19.39,17.52,37.06,28.26,73.45,67.47
Northwestern,Wildcats,4b7dedc0-7b48-49a4-aad6-8a94a33274d2,31,6225.0,710,1755,1047,485,6225.0,0.463,225,708,0.318,103,394,536,0.735,225,723,948,437,340,1.29,169,131,565,4,2039,264,2,404,284,0,6,756,2197,1990.84,0.512,8.52,13.03,9.16,200.8,65.8,7.26,23.32,30.58,14.1,5.45,4.23,10.97,18.23,0.06,3.32,22.9,56.61,7.26,22.84,12.71,17.29,15.65,33.77,24.39,70.87,64.22
Ohio State,Buckeyes,857462b3-0ab6-4d26-9669-10ca354e382b,31,6225.0,745,1710,1032,516,6225.0,0.5,229,678,0.338,94,430,592,0.726,248,749,997,429,384,1.12,177,78,558,8,2149,222,3,411,315,0,13,852,2319,1970.48,0.545,7.16,13.26,10.16,200.8,69.3,8.0,24.16,32.16,13.8,5.71,2.52,12.39,18.0,0.1,3.03,24.03,55.16,7.39,21.87,13.87,19.1,16.65,33.29,27.48,74.81,63.56
Michigan State,Spartans,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,31,6250.0,873,1786,1112,616,6250.0,0.554,257,674,0.381,90,468,628,0.745,307,890,1197,592,402,1.47,164,173,534,2,2471,520,5,348,361,0,4,1035,3122,2062.32,0.599,16.77,11.23,11.65,201.6,79.7,9.9,28.71,38.61,19.1,5.29,5.58,12.97,17.23,0.16,2.9,28.16,57.61,8.29,21.74,15.1,20.26,19.87,35.87,33.39,100.71,66.53
Rutgers,Scarlet Knights,b03bb029-4499-4a2c-9074-5071ed360b21,30,6050.0,747,1793,1197,560,6050.0,0.468,187,596,0.314,107,363,573,0.634,338,742,1080,372,385,0.97,195,120,541,6,2044,362,5,392,335,1,9,982,2170,2045.12,0.5,12.07,13.07,11.17,201.7,68.1,11.27,24.73,36.0,12.4,6.5,4.0,12.83,18.03,0.17,3.57,24.9,59.77,6.23,19.87,12.1,19.1,18.67,39.9,32.73,72.33,68.17
Michigan,Wolverines,bdc2561d-f603-4fab-a262-f1d2af462277,31,6200.0,795,1770,1069,549,6200.0,0.514,246,701,0.351,103,347,500,0.694,214,778,992,413,279,1.48,190,128,447,6,2183,275,3,397,281,1,3,918,2499,1990.0,0.548,8.87,12.81,9.06,200.0,70.4,6.9,25.1,32.0,13.3,6.13,4.13,9.0,14.42,0.1,3.32,25.65,57.1,7.94,22.61,11.19,16.13,17.71,34.48,29.61,80.61,64.19
Iowa,Hawkeyes,c10544de-e3bd-4776-ba2e-83df8c017fd1,31,6250.0,810,1775,1075,556,6250.0,0.517,254,700,0.363,83,574,772,0.744,278,751,1029,484,380,1.27,197,102,512,5,2448,393,2,415,392,0,3,972,2717,2114.68,0.579,12.68,13.39,12.65,201.6,79.0,8.97,24.23,33.19,15.6,6.35,3.29,12.26,16.52,0.06,2.68,26.13,57.26,8.19,22.58,18.52,24.9,17.94,34.68,31.35,87.65,68.22
Indiana,Hoosiers,c3f0a8ce-af67-497f-a750-3b859376b20a,31,6300.0,811,1763,1175,629,6300.0,0.535,182,588,0.31,114,410,620,0.661,253,779,1032,408,387,1.05,200,136,530,3,2214,348,2,409,317,0,6,1096,2441,2035.8,0.544,11.23,13.19,10.23,203.2,71.4,8.16,25.13,33.29,13.2,6.45,4.39,12.48,17.1,0.06,3.68,26.16,56.87,5.87,18.97,13.23,20.0,20.29,37.9,35.35,78.74,65.67
Wisconsin,Badgers,c7569eae-5b93-4197-b204-6f3a62146b25,31,6325.0,806,1767,1163,580,6325.0,0.499,226,604,0.374,123,320,497,0.644,221,788,1009,395,292,1.35,159,129,470,3,2158,176,6,366,282,0,8,994,2420,1985.68,0.543,5.68,11.81,9.1,204.0,69.6,7.13,25.42,32.55,12.7,5.13,4.16,9.42,15.16,0.19,3.97,26.0,57.0,7.29,19.48,10.32,16.03,18.71,37.52,32.06,78.06,64.05
Nebraska,Cornhuskers,f8b1bf00-5b73-4ac4-98c0-ec554027ae32,31,6225.0,793,1846,1149,554,6225.0,0.482,239,697,0.343,112,410,591,0.694,280,746,1026,402,301,1.34,219,132,502,8,2235,298,1,492,315,0,13,916,2479,2106.04,0.531,9.61,15.87,10.16,200.8,72.1,9.03,24.06,33.1,13.0,7.06,4.26,9.71,16.19,0.03,3.61,25.58,59.55,7.71,22.48,13.23,19.06,17.87,37.06,29.55,79.97,67.94
Minnesota,Golden Gophers,fa416692-7e09-4f0a-9bcf-0cf7d5149a14,31,6200.0,766,1757,1239,598,6200.0,0.483,168,518,0.324,142,506,747,0.677,301,741,1042,454,381,1.19,152,129,512,0,2206,346,4,402,374,1,6,1040,2370,2085.68,0.529,11.16,12.97,12.06,200.0,71.2,9.71,23.9,33.61,14.6,4.9,4.16,12.29,16.52,0.13,4.58,24.71,56.68,5.42,16.71,16.32,24.1,19.29,39.97,33.55,76.45,67.28
Maine,Black Bears,0095032d-6143-44f2-8974-f6815fc56c5b,32,6550.0,747,1728,1081,546,6550.0,0.505,201,647,0.311,19,293,452,0.648,239,675,914,471,459,1.03,239,93,566,2,1988,184,0,430,234,0,1,946,2106,1926.88,0.516,5.75,13.44,7.31,204.7,62.1,7.47,21.09,28.56,14.7,7.47,2.91,14.34,17.69,0.0,0.59,23.34,54.0,6.28,20.22,9.16,14.13,17.06,33.78,29.56,65.81,60.22
Vermont,Catamounts,18e89867-9201-41ce-ba19-fadddf92fa17,31,6250.0,788,1728,1046,552,6250.0,0.528,236,682,0.346,18,477,636,0.75,254,758,1012,363,343,1.06,174,125,512,3,2289,76,0,460,291,0,3,886,2521,2007.84,0.57,2.45,14.84,9.39,201.6,73.8,8.19,24.45,32.65,11.7,5.61,4.03,11.06,16.52,0.0,0.58,25.42,55.74,7.61,22.0,15.39,20.52,17.81,33.74,28.58,81.32,64.77
Stony Brook,Seawolves,23426c0b-1705-4dfb-a0e2-efdbdd8fd6f6,32,6450.0,790,1872,1185,566,6450.0,0.478,224,687,0.326,17,481,671,0.717,346,842,1188,358,458,0.78,199,132,601,5,2285,169,0,465,419,0,1,960,2432,2167.24,0.527,5.28,14.53,13.09,201.6,71.4,10.81,26.31,37.13,11.2,6.22,4.13,14.31,18.78,0.0,0.53,24.69,58.5,7.0,21.47,15.03,20.97,17.69,37.03,30.0,76.0,67.73
Albany,Great Danes,290a5130-836d-45e6-824f-28704d6ba246,32,6500.0,728,1750,960,454,6500.0,0.473,274,790,0.347,6,420,564,0.745,254,734,988,402,453,0.89,195,78,566,3,2150,153,1,415,306,0,0,774,2194,1998.16,0.538,4.78,12.97,9.56,203.1,67.2,7.94,22.94,30.88,12.6,6.09,2.44,14.16,17.69,0.03,0.19,22.75,54.69,8.56,24.69,13.13,17.63,14.19,30.0,24.19,68.56,62.44
UMBC,Retrievers,32755362-6336-4dd3-ac34-6f72a6cc150b,32,6550.0,774,1780,1022,527,6550.0,0.516,247,758,0.326,17,362,527,0.687,226,741,967,425,398,1.07,253,76,535,3,2157,246,1,522,265,0,0,894,2309,2011.88,0.536,7.69,16.31,8.28,204.7,67.4,7.06,23.16,30.22,13.3,7.91,2.38,12.44,16.72,0.03,0.53,24.19,55.63,7.72,23.69,11.31,16.47,16.47,31.94,27.94,72.16,62.87
Massachusetts-Lowell,River Hawks,4927ef8b-e680-4fb8-b10e-2ea3eff32eab,32,6450.0,875,1852,1131,629,6450.0,0.556,246,721,0.341,16,460,639,0.72,240,758,998,500,446,1.12,182,85,589,6,2456,309,0,476,318,0,0,1030,2619,2133.16,0.576,9.66,14.88,9.94,201.6,76.8,7.5,23.69,31.19,15.6,5.69,2.66,13.94,18.41,0.0,0.5,27.34,57.88,7.69,22.53,14.38,19.97,19.66,35.34,32.19,81.84,66.66
New Hampshire,Wildcats,93cb009e-5bbf-4081-b2c9-44028fe28096,29,5800.0,623,1656,869,362,5800.0,0.417,261,787,0.332,6,235,385,0.61,222,689,911,325,356,0.91,116,53,533,2,1742,74,0,343,259,0,0,566,1608,1825.4,0.477,2.55,11.83,8.93,200.0,60.1,7.66,23.76,31.41,11.2,4.0,1.83,12.28,18.38,0.0,0.21,21.48,57.1,9.0,27.14,8.1,13.28,12.48,29.97,19.52,55.45,62.94
